seed,trial,correct,action
42,1,false,1
42,2,false,2
42,3,false,2
42,4,true,2
42,5,false,2
42,6,true,2
42,7,true,2
42,8,true,2
42,9,true,2
42,10,true,2
42,11,true,2
42,12,true,2
42,13,false,2
42,14,true,2
42,15,false,2
42,16,false,2
42,17,false,2
42,18,false,2
42,19,true,1
42,20,true,2
42,21,false,2
42,22,false,2
42,23,false,2
42,24,true,2
42,25,true,1
42,26,false,2
42,27,true,1
42,28,true,1
42,29,false,1
42,30,false,2
42,31,true,2
42,32,true,1
42,33,true,2
42,34,false,1
42,35,true,2
42,36,false,2
42,37,false,2
42,38,false,2
42,39,true,2
42,40,false,2
42,41,true,2
42,42,true,1
42,43,false,2
42,44,false,1
42,45,true,1
42,46,true,1
42,47,true,1
42,48,false,1
42,49,false,1
42,50,false,1
42,51,false,2
42,52,true,1
42,53,false,1
42,54,true,2
42,55,true,2
42,56,true,2
42,57,false,2
42,58,true,1
42,59,true,1
42,60,true,1
42,61,true,2
42,62,false,1
42,63,true,2
42,64,true,1
42,65,true,1
42,66,false,1
42,67,false,2
42,68,false,1
42,69,true,2
42,70,true,1
42,71,true,1
42,72,true,2
42,73,false,1
42,74,true,1
42,75,true,1
42,76,false,1
42,77,true,1
42,78,true,1
42,79,true,1
42,80,true,1
42,81,false,1
42,82,true,1
42,83,true,1
42,84,false,1
42,85,false,1
42,86,true,1
42,87,true,1
42,88,true,1
42,89,false,1
42,90,true,1
42,91,false,1
42,92,true,1
42,93,true,2
42,94,true,2
42,95,true,1
42,96,true,2
42,97,true,2
42,98,true,2
42,99,false,2
42,100,true,1
42,101,false,1
42,102,true,2
42,103,false,2
42,104,true,1
42,105,false,1
42,106,true,2
42,107,false,2
42,108,true,1
42,109,true,1
42,110,true,1
42,111,true,1
42,112,true,1
42,113,true,1
42,114,false,1
42,115,true,1
42,116,true,1
42,117,true,1
42,118,false,1
42,119,false,1
42,120,true,2
42,121,true,1
42,122,false,1
42,123,false,2
42,124,true,1
42,125,false,1
42,126,false,1
42,127,false,1
42,128,false,1
42,129,true,2
42,130,false,2
42,131,false,2
42,132,true,1
42,133,true,2
42,134,true,2
42,135,false,1
42,136,true,2
42,137,true,2
42,138,false,2
42,139,true,2
42,140,true,1
42,141,true,2
42,142,false,2
42,143,false,1
42,144,false,1
42,145,false,2
42,146,true,2
42,147,true,1
42,148,true,1
42,149,true,1
42,150,true,2
42,151,true,1
42,152,false,1
42,153,true,1
42,154,true,1
42,155,true,2
42,156,true,1
42,157,true,1
42,158,true,1
42,159,true,1
42,160,false,1
42,161,true,1
42,162,true,2
42,163,true,2
42,164,true,1
42,165,true,1
42,166,true,1
42,167,true,2
42,168,true,2
42,169,false,1
42,170,true,2
42,171,true,1
42,172,true,2
42,173,true,2
42,174,true,1
42,175,true,2
42,176,true,1
42,177,true,2
42,178,true,2
42,179,true,2
42,180,true,2
42,181,true,2
42,182,true,2
42,183,false,2
42,184,true,1
42,185,true,2
42,186,true,1
42,187,true,1
42,188,true,1
42,189,true,1
42,190,true,2
42,191,true,1
42,192,true,1
42,193,true,1
42,194,true,1
42,195,true,1
42,196,true,1
42,197,true,1
42,198,true,1
42,199,true,1
42,200,true,2
42,201,true,1
42,202,true,2
42,203,true,1
42,204,true,2
42,205,true,2
42,206,true,2
42,207,true,2
42,208,true,2
42,209,true,1
42,210,true,2
42,211,true,1
42,212,true,2
42,213,true,1
42,214,true,2
42,215,true,1
42,216,true,1
42,217,false,1
42,218,true,2
42,219,true,2
42,220,true,2
42,221,false,2
42,222,true,1
42,223,true,2
42,224,true,2
42,225,true,2
42,226,true,1
42,227,true,2
42,228,true,2
42,229,true,1
42,230,true,1
42,231,true,1
42,232,false,2
42,233,true,1
42,234,true,2
42,235,true,1
42,236,true,2
42,237,true,2
42,238,true,2
42,239,true,1
42,240,true,1
42,241,true,1
42,242,true,1
42,243,true,2
42,244,true,2
42,245,true,1
42,246,true,2
42,247,true,2
42,248,true,2
42,249,true,2
42,250,true,1
42,251,true,2
42,252,true,2
42,253,true,2
42,254,true,1
42,255,true,2
42,256,true,1
42,257,true,2
42,258,true,1
42,259,true,1
42,260,true,2
42,261,true,1
42,262,true,1
42,263,true,2
42,264,true,2
42,265,true,1
42,266,true,2
42,267,true,1
42,268,true,2
42,269,true,1
42,270,true,1
42,271,true,2
42,272,true,1
42,273,false,2
42,274,true,2
42,275,true,1
42,276,true,1
42,277,true,2
42,278,true,1
42,279,true,2
42,280,true,2
42,281,true,1
42,282,true,1
42,283,true,2
42,284,true,2
42,285,true,2
42,286,true,1
42,287,true,1
42,288,true,1
42,289,true,1
42,290,true,1
42,291,true,1
42,292,true,1
42,293,true,2
42,294,true,2
42,295,true,2
42,296,false,1
42,297,true,2
42,298,true,1
42,299,true,2
42,300,true,2
42,301,true,1
42,302,true,2
42,303,true,1
42,304,true,2
42,305,true,2
42,306,true,1
42,307,true,2
42,308,true,1
42,309,true,2
42,310,false,2
42,311,true,1
42,312,true,2
42,313,true,1
42,314,true,1
42,315,true,2
42,316,true,1
42,317,true,1
42,318,true,2
42,319,false,2
42,320,true,1
42,321,true,2
42,322,true,2
42,323,true,2
42,324,true,1
42,325,true,2
42,326,true,2
42,327,true,1
42,328,true,2
42,329,true,1
42,330,true,1
42,331,true,1
42,332,true,2
42,333,true,2
42,334,false,2
42,335,true,2
42,336,true,2
42,337,true,2
42,338,true,1
42,339,true,1
42,340,true,1
42,341,true,2
42,342,true,1
42,343,true,2
42,344,true,1
42,345,true,1
42,346,true,1
42,347,true,1
42,348,false,1
42,349,true,2
42,350,true,1
42,351,true,1
42,352,true,2
42,353,true,1
42,354,true,1
42,355,true,1
42,356,true,2
42,357,false,1
42,358,true,1
42,359,true,1
42,360,true,1
42,361,true,1
42,362,true,2
42,363,true,2
42,364,false,1
42,365,true,1
42,366,true,2
42,367,true,1
42,368,true,2
42,369,true,2
42,370,true,2
42,371,true,2
42,372,true,1
42,373,true,2
42,374,true,1
42,375,true,1
42,376,true,2
42,377,true,1
42,378,true,1
42,379,true,2
42,380,true,1
42,381,true,2
42,382,true,1
42,383,true,2
42,384,true,1
42,385,true,2
42,386,true,2
42,387,true,2
42,388,true,2
42,389,true,2
42,390,true,2
42,391,true,2
42,392,true,1
42,393,false,2
42,394,true,1
42,395,true,2
42,396,true,1
42,397,true,1
42,398,true,1
42,399,true,1
42,400,true,1
42,401,true,1
42,402,true,1
42,403,true,1
42,404,true,2
42,405,true,2
42,406,true,1
42,407,true,2
42,408,true,1
42,409,true,1
42,410,true,1
42,411,true,1
42,412,true,2
42,413,true,2
42,414,true,1
42,415,true,2
42,416,true,2
42,417,true,1
42,418,true,1
42,419,true,1
42,420,true,1
42,421,false,1
42,422,true,1
42,423,true,1
42,424,true,1
42,425,true,1
42,426,false,1
42,427,true,1
42,428,true,1
42,429,true,1
42,430,true,2
42,431,true,1
42,432,true,2
42,433,false,1
42,434,true,1
42,435,true,1
42,436,true,2
42,437,true,1
42,438,true,1
42,439,true,1
42,440,true,1
42,441,true,1
42,442,false,1
42,443,true,2
42,444,true,2
42,445,true,2
42,446,true,1
42,447,true,2
42,448,true,1
42,449,true,2
42,450,true,2
42,451,true,2
42,452,true,1
